second_entry_pct,sl_pct,trail_pct,tp_pct,tp_pct_after_second,max_hold_days,q4_ret,q3_ret,q4_pnl,q3_pnl,q4_n,q3_n,worst_trade_pct,score_worse,sum_ret
-20.0,,5.0,20,,,2.22,-1.39,16035,-6819,15,10,-5.0,-1.39,0.82
-20.0,,5.0,20,0.0,60.0,2.22,-1.39,16035,-6819,15,10,-5.0,-1.39,0.82
-20.0,,5.0,20,0.0,75.0,2.22,-1.39,16035,-6819,15,10,-5.0,-1.39,0.82
-20.0,,5.0,20,0.0,,2.22,-1.39,16035,-6819,15,10,-5.0,-1.39,0.82
-20.0,8.0,5.0,20,,60.0,2.22,-1.39,16035,-6819,15,10,-5.0,-1.39,0.82
-20.0,8.0,5.0,20,,75.0,2.22,-1.39,16035,-6819,15,10,-5.0,-1.39,0.82
-20.0,8.0,5.0,20,,,2.22,-1.39,16035,-6819,15,10,-5.0,-1.39,0.82
-20.0,8.0,5.0,20,0.0,60.0,2.22,-1.39,16035,-6819,15,10,-5.0,-1.39,0.82
-20.0,8.0,5.0,20,0.0,75.0,2.22,-1.39,16035,-6819,15,10,-5.0,-1.39,0.82
-20.0,8.0,5.0,20,0.0,,2.22,-1.39,16035,-6819,15,10,-5.0,-1.39,0.82
-20.0,10.0,5.0,20,,60.0,2.22,-1.39,16035,-6819,15,10,-5.0,-1.39,0.82
-20.0,10.0,5.0,20,,75.0,2.22,-1.39,16035,-6819,15,10,-5.0,-1.39,0.82
-20.0,10.0,5.0,20,,,2.22,-1.39,16035,-6819,15,10,-5.0,-1.39,0.82
-20.0,10.0,5.0,20,0.0,60.0,2.22,-1.39,16035,-6819,15,10,-5.0,-1.39,0.82
-20.0,10.0,5.0,20,0.0,75.0,2.22,-1.39,16035,-6819,15,10,-5.0,-1.39,0.82
-20.0,10.0,5.0,20,0.0,,2.22,-1.39,16035,-6819,15,10,-5.0,-1.39,0.82
-20.0,15.0,5.0,20,,60.0,2.22,-1.39,16035,-6819,15,10,-5.0,-1.39,0.82
-20.0,15.0,5.0,20,,75.0,2.22,-1.39,16035,-6819,15,10,-5.0,-1.39,0.82
-20.0,15.0,5.0,20,,,2.22,-1.39,16035,-6819,15,10,-5.0,-1.39,0.82
-20.0,15.0,5.0,20,0.0,60.0,2.22,-1.39,16035,-6819,15,10,-5.0,-1.39,0.82
-20.0,15.0,5.0,20,0.0,75.0,2.22,-1.39,16035,-6819,15,10,-5.0,-1.39,0.82
-20.0,15.0,5.0,20,0.0,,2.22,-1.39,16035,-6819,15,10,-5.0,-1.39,0.82
-15.0,,5.0,20,,60.0,2.22,-1.39,16035,-6819,15,10,-5.0,-1.39,0.82
-15.0,,5.0,20,,75.0,2.22,-1.39,16035,-6819,15,10,-5.0,-1.39,0.82
-15.0,,5.0,20,,,2.22,-1.39,16035,-6819,15,10,-5.0,-1.39,0.82
-15.0,,5.0,20,0.0,60.0,2.22,-1.39,16035,-6819,15,10,-5.0,-1.39,0.82
-15.0,,5.0,20,0.0,75.0,2.22,-1.39,16035,-6819,15,10,-5.0,-1.39,0.82
-15.0,,5.0,20,0.0,,2.22,-1.39,16035,-6819,15,10,-5.0,-1.39,0.82
-15.0,8.0,5.0,20,,60.0,2.22,-1.39,16035,-6819,15,10,-5.0,-1.39,0.82
-15.0,8.0,5.0,20,,75.0,2.22,-1.39,16035,-6819,15,10,-5.0,-1.39,0.82
-15.0,8.0,5.0,20,,,2.22,-1.39,16035,-6819,15,10,-5.0,-1.39,0.82
-15.0,8.0,5.0,20,0.0,60.0,2.22,-1.39,16035,-6819,15,10,-5.0,-1.39,0.82
-15.0,8.0,5.0,20,0.0,75.0,2.22,-1.39,16035,-6819,15,10,-5.0,-1.39,0.82
-15.0,8.0,5.0,20,0.0,,2.22,-1.39,16035,-6819,15,10,-5.0,-1.39,0.82
-15.0,10.0,5.0,20,,60.0,2.22,-1.39,16035,-6819,15,10,-5.0,-1.39,0.82
-15.0,10.0,5.0,20,,75.0,2.22,-1.39,16035,-6819,15,10,-5.0,-1.39,0.82
-15.0,10.0,5.0,20,,,2.22,-1.39,16035,-6819,15,10,-5.0,-1.39,0.82
-15.0,10.0,5.0,20,0.0,60.0,2.22,-1.39,16035,-6819,15,10,-5.0,-1.39,0.82
-15.0,10.0,5.0,20,0.0,75.0,2.22,-1.39,16035,-6819,15,10,-5.0,-1.39,0.82
-15.0,10.0,5.0,20,0.0,,2.22,-1.39,16035,-6819,15,10,-5.0,-1.39,0.82
-15.0,15.0,5.0,20,,60.0,2.22,-1.39,16035,-6819,15,10,-5.0,-1.39,0.82
-15.0,15.0,5.0,20,,75.0,2.22,-1.39,16035,-6819,15,10,-5.0,-1.39,0.82
-15.0,15.0,5.0,20,,,2.22,-1.39,16035,-6819,15,10,-5.0,-1.39,0.82
-15.0,15.0,5.0,20,0.0,60.0,2.22,-1.39,16035,-6819,15,10,-5.0,-1.39,0.82
-15.0,15.0,5.0,20,0.0,75.0,2.22,-1.39,16035,-6819,15,10,-5.0,-1.39,0.82
-15.0,15.0,5.0,20,0.0,,2.22,-1.39,16035,-6819,15,10,-5.0,-1.39,0.82
-10.0,,5.0,20,,60.0,2.22,-1.39,16035,-6819,15,10,-5.0,-1.39,0.82
-10.0,,5.0,20,,75.0,2.22,-1.39,16035,-6819,15,10,-5.0,-1.39,0.82
-10.0,,5.0,20,,,2.22,-1.39,16035,-6819,15,10,-5.0,-1.39,0.82
-10.0,,5.0,20,0.0,60.0,2.22,-1.39,16035,-6819,15,10,-5.0,-1.39,0.82
-10.0,,5.0,20,0.0,75.0,2.22,-1.39,16035,-6819,15,10,-5.0,-1.39,0.82
-10.0,,5.0,20,0.0,,2.22,-1.39,16035,-6819,15,10,-5.0,-1.39,0.82
-10.0,8.0,5.0,20,,60.0,2.22,-1.39,16035,-6819,15,10,-5.0,-1.39,0.82
-10.0,8.0,5.0,20,,75.0,2.22,-1.39,16035,-6819,15,10,-5.0,-1.39,0.82
-10.0,8.0,5.0,20,,,2.22,-1.39,16035,-6819,15,10,-5.0,-1.39,0.82
-10.0,8.0,5.0,20,0.0,60.0,2.22,-1.39,16035,-6819,15,10,-5.0,-1.39,0.82
-10.0,8.0,5.0,20,0.0,75.0,2.22,-1.39,16035,-6819,15,10,-5.0,-1.39,0.82
-10.0,8.0,5.0,20,0.0,,2.22,-1.39,16035,-6819,15,10,-5.0,-1.39,0.82
-10.0,10.0,5.0,20,,60.0,2.22,-1.39,16035,-6819,15,10,-5.0,-1.39,0.82
-10.0,10.0,5.0,20,,75.0,2.22,-1.39,16035,-6819,15,10,-5.0,-1.39,0.82
-10.0,10.0,5.0,20,,,2.22,-1.39,16035,-6819,15,10,-5.0,-1.39,0.82
-10.0,10.0,5.0,20,0.0,60.0,2.22,-1.39,16035,-6819,15,10,-5.0,-1.39,0.82
-10.0,10.0,5.0,20,0.0,75.0,2.22,-1.39,16035,-6819,15,10,-5.0,-1.39,0.82
-10.0,10.0,5.0,20,0.0,,2.22,-1.39,16035,-6819,15,10,-5.0,-1.39,0.82
-10.0,15.0,5.0,20,,60.0,2.22,-1.39,16035,-6819,15,10,-5.0,-1.39,0.82
-10.0,15.0,5.0,20,,75.0,2.22,-1.39,16035,-6819,15,10,-5.0,-1.39,0.82
-10.0,15.0,5.0,20,,,2.22,-1.39,16035,-6819,15,10,-5.0,-1.39,0.82
-10.0,15.0,5.0,20,0.0,60.0,2.22,-1.39,16035,-6819,15,10,-5.0,-1.39,0.82
-10.0,15.0,5.0,20,0.0,75.0,2.22,-1.39,16035,-6819,15,10,-5.0,-1.39,0.82
-10.0,15.0,5.0,20,0.0,,2.22,-1.39,16035,-6819,15,10,-5.0,-1.39,0.82
,,5.0,15,,60.0,1.84,-1.39,13308,-6819,15,10,-5.0,-1.39,0.45
,,5.0,15,,75.0,1.84,-1.39,13308,-6819,15,10,-5.0,-1.39,0.45
,,5.0,15,,,1.84,-1.39,13308,-6819,15,10,-5.0,-1.39,0.45
,8.0,5.0,15,,60.0,1.84,-1.39,13308,-6819,15,10,-5.0,-1.39,0.45
,8.0,5.0,15,,75.0,1.84,-1.39,13308,-6819,15,10,-5.0,-1.39,0.45
,8.0,5.0,15,,,1.84,-1.39,13308,-6819,15,10,-5.0,-1.39,0.45
,10.0,5.0,15,,60.0,1.84,-1.39,13308,-6819,15,10,-5.0,-1.39,0.45
,10.0,5.0,15,,75.0,1.84,-1.39,13308,-6819,15,10,-5.0,-1.39,0.45
,10.0,5.0,15,,,1.84,-1.39,13308,-6819,15,10,-5.0,-1.39,0.45
,15.0,5.0,15,,60.0,1.84,-1.39,13308,-6819,15,10,-5.0,-1.39,0.45
,15.0,5.0,15,,75.0,1.84,-1.39,13308,-6819,15,10,-5.0,-1.39,0.45
,15.0,5.0,15,,,1.84,-1.39,13308,-6819,15,10,-5.0,-1.39,0.45
-20.0,,5.0,15,,60.0,1.84,-1.39,13308,-6819,15,10,-5.0,-1.39,0.45
-20.0,,5.0,15,,75.0,1.84,-1.39,13308,-6819,15,10,-5.0,-1.39,0.45
-20.0,,5.0,15,,,1.84,-1.39,13308,-6819,15,10,-5.0,-1.39,0.45
-20.0,,5.0,15,0.0,60.0,1.84,-1.39,13308,-6819,15,10,-5.0,-1.39,0.45
-20.0,,5.0,15,0.0,75.0,1.84,-1.39,13308,-6819,15,10,-5.0,-1.39,0.45
-20.0,,5.0,15,0.0,,1.84,-1.39,13308,-6819,15,10,-5.0,-1.39,0.45
-20.0,8.0,5.0,15,,60.0,1.84,-1.39,13308,-6819,15,10,-5.0,-1.39,0.45
-20.0,8.0,5.0,15,,75.0,1.84,-1.39,13308,-6819,15,10,-5.0,-1.39,0.45
-20.0,8.0,5.0,15,,,1.84,-1.39,13308,-6819,15,10,-5.0,-1.39,0.45
-20.0,8.0,5.0,15,0.0,60.0,1.84,-1.39,13308,-6819,15,10,-5.0,-1.39,0.45
-20.0,8.0,5.0,15,0.0,75.0,1.84,-1.39,13308,-6819,15,10,-5.0,-1.39,0.45
-20.0,8.0,5.0,15,0.0,,1.84,-1.39,13308,-6819,15,10,-5.0,-1.39,0.45
-20.0,10.0,5.0,15,,60.0,1.84,-1.39,13308,-6819,15,10,-5.0,-1.39,0.45
-20.0,10.0,5.0,15,,75.0,1.84,-1.39,13308,-6819,15,10,-5.0,-1.39,0.45
-20.0,10.0,5.0,15,,,1.84,-1.39,13308,-6819,15,10,-5.0,-1.39,0.45
-20.0,10.0,5.0,15,0.0,60.0,1.84,-1.39,13308,-6819,15,10,-5.0,-1.39,0.45
-20.0,10.0,5.0,15,0.0,75.0,1.84,-1.39,13308,-6819,15,10,-5.0,-1.39,0.45
-20.0,10.0,5.0,15,0.0,,1.84,-1.39,13308,-6819,15,10,-5.0,-1.39,0.45
-20.0,15.0,5.0,15,,60.0,1.84,-1.39,13308,-6819,15,10,-5.0,-1.39,0.45
-20.0,15.0,5.0,15,,75.0,1.84,-1.39,13308,-6819,15,10,-5.0,-1.39,0.45
-20.0,15.0,5.0,15,,,1.84,-1.39,13308,-6819,15,10,-5.0,-1.39,0.45
-20.0,15.0,5.0,15,0.0,60.0,1.84,-1.39,13308,-6819,15,10,-5.0,-1.39,0.45
-20.0,15.0,5.0,15,0.0,75.0,1.84,-1.39,13308,-6819,15,10,-5.0,-1.39,0.45
-20.0,15.0,5.0,15,0.0,,1.84,-1.39,13308,-6819,15,10,-5.0,-1.39,0.45
-15.0,,5.0,15,,60.0,1.84,-1.39,13308,-6819,15,10,-5.0,-1.39,0.45
-15.0,,5.0,15,,75.0,1.84,-1.39,13308,-6819,15,10,-5.0,-1.39,0.45
-15.0,,5.0,15,,,1.84,-1.39,13308,-6819,15,10,-5.0,-1.39,0.45
-15.0,,5.0,15,0.0,60.0,1.84,-1.39,13308,-6819,15,10,-5.0,-1.39,0.45
-15.0,,5.0,15,0.0,75.0,1.84,-1.39,13308,-6819,15,10,-5.0,-1.39,0.45
-15.0,,5.0,15,0.0,,1.84,-1.39,13308,-6819,15,10,-5.0,-1.39,0.45
-15.0,8.0,5.0,15,,60.0,1.84,-1.39,13308,-6819,15,10,-5.0,-1.39,0.45
-15.0,8.0,5.0,15,,75.0,1.84,-1.39,13308,-6819,15,10,-5.0,-1.39,0.45
-15.0,8.0,5.0,15,,,1.84,-1.39,13308,-6819,15,10,-5.0,-1.39,0.45
-15.0,8.0,5.0,15,0.0,60.0,1.84,-1.39,13308,-6819,15,10,-5.0,-1.39,0.45
-15.0,8.0,5.0,15,0.0,75.0,1.84,-1.39,13308,-6819,15,10,-5.0,-1.39,0.45
-15.0,8.0,5.0,15,0.0,,1.84,-1.39,13308,-6819,15,10,-5.0,-1.39,0.45
-15.0,10.0,5.0,15,,60.0,1.84,-1.39,13308,-6819,15,10,-5.0,-1.39,0.45
-15.0,10.0,5.0,15,,75.0,1.84,-1.39,13308,-6819,15,10,-5.0,-1.39,0.45
-15.0,10.0,5.0,15,,,1.84,-1.39,13308,-6819,15,10,-5.0,-1.39,0.45
-15.0,10.0,5.0,15,0.0,60.0,1.84,-1.39,13308,-6819,15,10,-5.0,-1.39,0.45
-15.0,10.0,5.0,15,0.0,75.0,1.84,-1.39,13308,-6819,15,10,-5.0,-1.39,0.45
-15.0,10.0,5.0,15,0.0,,1.84,-1.39,13308,-6819,15,10,-5.0,-1.39,0.45
-15.0,15.0,5.0,15,,60.0,1.84,-1.39,13308,-6819,15,10,-5.0,-1.39,0.45
-15.0,15.0,5.0,15,,75.0,1.84,-1.39,13308,-6819,15,10,-5.0,-1.39,0.45
-15.0,15.0,5.0,15,,,1.84,-1.39,13308,-6819,15,10,-5.0,-1.39,0.45
-15.0,15.0,5.0,15,0.0,60.0,1.84,-1.39,13308,-6819,15,10,-5.0,-1.39,0.45
-15.0,15.0,5.0,15,0.0,75.0,1.84,-1.39,13308,-6819,15,10,-5.0,-1.39,0.45
-15.0,15.0,5.0,15,0.0,,1.84,-1.39,13308,-6819,15,10,-5.0,-1.39,0.45
-10.0,,5.0,15,,60.0,1.84,-1.39,13308,-6819,15,10,-5.0,-1.39,0.45
-10.0,,5.0,15,,75.0,1.84,-1.39,13308,-6819,15,10,-5.0,-1.39,0.45
-10.0,,5.0,15,,,1.84,-1.39,13308,-6819,15,10,-5.0,-1.39,0.45
-10.0,,5.0,15,0.0,60.0,1.84,-1.39,13308,-6819,15,10,-5.0,-1.39,0.45
-10.0,,5.0,15,0.0,75.0,1.84,-1.39,13308,-6819,15,10,-5.0,-1.39,0.45
-10.0,,5.0,15,0.0,,1.84,-1.39,13308,-6819,15,10,-5.0,-1.39,0.45
-10.0,8.0,5.0,15,,60.0,1.84,-1.39,13308,-6819,15,10,-5.0,-1.39,0.45
-10.0,8.0,5.0,15,,75.0,1.84,-1.39,13308,-6819,15,10,-5.0,-1.39,0.45
-10.0,8.0,5.0,15,,,1.84,-1.39,13308,-6819,15,10,-5.0,-1.39,0.45
-10.0,8.0,5.0,15,0.0,60.0,1.84,-1.39,13308,-6819,15,10,-5.0,-1.39,0.45
-10.0,8.0,5.0,15,0.0,75.0,1.84,-1.39,13308,-6819,15,10,-5.0,-1.39,0.45
-10.0,8.0,5.0,15,0.0,,1.84,-1.39,13308,-6819,15,10,-5.0,-1.39,0.45
-10.0,10.0,5.0,15,,60.0,1.84,-1.39,13308,-6819,15,10,-5.0,-1.39,0.45
-10.0,10.0,5.0,15,,75.0,1.84,-1.39,13308,-6819,15,10,-5.0,-1.39,0.45
-10.0,10.0,5.0,15,,,1.84,-1.39,13308,-6819,15,10,-5.0,-1.39,0.45
-10.0,10.0,5.0,15,0.0,60.0,1.84,-1.39,13308,-6819,15,10,-5.0,-1.39,0.45
-10.0,10.0,5.0,15,0.0,75.0,1.84,-1.39,13308,-6819,15,10,-5.0,-1.39,0.45
-10.0,10.0,5.0,15,0.0,,1.84,-1.39,13308,-6819,15,10,-5.0,-1.39,0.45
-10.0,15.0,5.0,15,,60.0,1.84,-1.39,13308,-6819,15,10,-5.0,-1.39,0.45
-10.0,15.0,5.0,15,,75.0,1.84,-1.39,13308,-6819,15,10,-5.0,-1.39,0.45
-10.0,15.0,5.0,15,,,1.84,-1.39,13308,-6819,15,10,-5.0,-1.39,0.45
-10.0,15.0,5.0,15,0.0,60.0,1.84,-1.39,13308,-6819,15,10,-5.0,-1.39,0.45
-10.0,15.0,5.0,15,0.0,75.0,1.84,-1.39,13308,-6819,15,10,-5.0,-1.39,0.45
-10.0,15.0,5.0,15,0.0,,1.84,-1.39,13308,-6819,15,10,-5.0,-1.39,0.45
10.0,,5.0,10,0.0,60.0,1.74,-1.39,16771,-6819,15,10,-5.0,-1.39,0.34
10.0,,5.0,10,0.0,75.0,1.74,-1.39,16771,-6819,15,10,-5.0,-1.39,0.34
10.0,,5.0,10,0.0,,1.74,-1.39,16771,-6819,15,10,-5.0,-1.39,0.34
10.0,,5.0,15,0.0,60.0,1.74,-1.39,16771,-6819,15,10,-5.0,-1.39,0.34
10.0,,5.0,15,0.0,75.0,1.74,-1.39,16771,-6819,15,10,-5.0,-1.39,0.34
10.0,,5.0,15,0.0,,1.74,-1.39,16771,-6819,15,10,-5.0,-1.39,0.34
10.0,,5.0,20,0.0,60.0,1.74,-1.39,16771,-6819,15,10,-5.0,-1.39,0.34
10.0,,5.0,20,0.0,75.0,1.74,-1.39,16771,-6819,15,10,-5.0,-1.39,0.34
10.0,,5.0,20,0.0,,1.74,-1.39,16771,-6819,15,10,-5.0,-1.39,0.34
10.0,8.0,5.0,10,0.0,60.0,1.74,-1.39,16771,-6819,15,10,-5.0,-1.39,0.34
10.0,8.0,5.0,10,0.0,75.0,1.74,-1.39,16771,-6819,15,10,-5.0,-1.39,0.34
10.0,8.0,5.0,10,0.0,,1.74,-1.39,16771,-6819,15,10,-5.0,-1.39,0.34
10.0,8.0,5.0,15,0.0,60.0,1.74,-1.39,16771,-6819,15,10,-5.0,-1.39,0.34
10.0,8.0,5.0,15,0.0,75.0,1.74,-1.39,16771,-6819,15,10,-5.0,-1.39,0.34
10.0,8.0,5.0,15,0.0,,1.74,-1.39,16771,-6819,15,10,-5.0,-1.39,0.34
10.0,8.0,5.0,20,0.0,60.0,1.74,-1.39,16771,-6819,15,10,-5.0,-1.39,0.34
10.0,8.0,5.0,20,0.0,75.0,1.74,-1.39,16771,-6819,15,10,-5.0,-1.39,0.34
10.0,8.0,5.0,20,0.0,,1.74,-1.39,16771,-6819,15,10,-5.0,-1.39,0.34
10.0,10.0,5.0,10,0.0,60.0,1.74,-1.39,16771,-6819,15,10,-5.0,-1.39,0.34
10.0,10.0,5.0,10,0.0,75.0,1.74,-1.39,16771,-6819,15,10,-5.0,-1.39,0.34
10.0,10.0,5.0,10,0.0,,1.74,-1.39,16771,-6819,15,10,-5.0,-1.39,0.34
10.0,10.0,5.0,15,0.0,60.0,1.74,-1.39,16771,-6819,15,10,-5.0,-1.39,0.34
10.0,10.0,5.0,15,0.0,75.0,1.74,-1.39,16771,-6819,15,10,-5.0,-1.39,0.34
10.0,10.0,5.0,15,0.0,,1.74,-1.39,16771,-6819,15,10,-5.0,-1.39,0.34
10.0,10.0,5.0,20,0.0,60.0,1.74,-1.39,16771,-6819,15,10,-5.0,-1.39,0.34
10.0,10.0,5.0,20,0.0,75.0,1.74,-1.39,16771,-6819,15,10,-5.0,-1.39,0.34
10.0,10.0,5.0,20,0.0,,1.74,-1.39,16771,-6819,15,10,-5.0,-1.39,0.34
10.0,15.0,5.0,10,0.0,60.0,1.74,-1.39,16771,-6819,15,10,-5.0,-1.39,0.34
10.0,15.0,5.0,10,0.0,75.0,1.74,-1.39,16771,-6819,15,10,-5.0,-1.39,0.34
10.0,15.0,5.0,10,0.0,,1.74,-1.39,16771,-6819,15,10,-5.0,-1.39,0.34
10.0,15.0,5.0,15,0.0,60.0,1.74,-1.39,16771,-6819,15,10,-5.0,-1.39,0.34
10.0,15.0,5.0,15,0.0,75.0,1.74,-1.39,16771,-6819,15,10,-5.0,-1.39,0.34
10.0,15.0,5.0,15,0.0,,1.74,-1.39,16771,-6819,15,10,-5.0,-1.39,0.34
10.0,15.0,5.0,20,0.0,60.0,1.74,-1.39,16771,-6819,15,10,-5.0,-1.39,0.34
10.0,15.0,5.0,20,0.0,75.0,1.74,-1.39,16771,-6819,15,10,-5.0,-1.39,0.34
10.0,15.0,5.0,20,0.0,,1.74,-1.39,16771,-6819,15,10,-5.0,-1.39,0.34
10.0,,5.0,15,,60.0,1.53,-1.39,14769,-6819,15,10,-5.0,-1.39,0.14
10.0,,5.0,15,,75.0,1.53,-1.39,14769,-6819,15,10,-5.0,-1.39,0.14
10.0,,5.0,15,,,1.53,-1.39,14769,-6819,15,10,-5.0,-1.39,0.14
10.0,8.0,5.0,15,,60.0,1.53,-1.39,14769,-6819,15,10,-5.0,-1.39,0.14
10.0,8.0,5.0,15,,75.0,1.53,-1.39,14769,-6819,15,10,-5.0,-1.39,0.14
10.0,8.0,5.0,15,,,1.53,-1.39,14769,-6819,15,10,-5.0,-1.39,0.14
10.0,10.0,5.0,15,,60.0,1.53,-1.39,14769,-6819,15,10,-5.0,-1.39,0.14
10.0,10.0,5.0,15,,75.0,1.53,-1.39,14769,-6819,15,10,-5.0,-1.39,0.14
10.0,10.0,5.0,15,,,1.53,-1.39,14769,-6819,15,10,-5.0,-1.39,0.14
10.0,15.0,5.0,15,,60.0,1.53,-1.39,14769,-6819,15,10,-5.0,-1.39,0.14
10.0,15.0,5.0,15,,75.0,1.53,-1.39,14769,-6819,15,10,-5.0,-1.39,0.14
10.0,15.0,5.0,15,,,1.53,-1.39,14769,-6819,15,10,-5.0,-1.39,0.14
10.0,,5.0,20,,60.0,1.23,-1.39,11831,-6819,15,10,-5.0,-1.39,-0.17
10.0,,5.0,20,,75.0,1.23,-1.39,11831,-6819,15,10,-5.0,-1.39,-0.17
10.0,,5.0,20,,,1.23,-1.39,11831,-6819,15,10,-5.0,-1.39,-0.17
10.0,8.0,5.0,20,,60.0,1.23,-1.39,11831,-6819,15,10,-5.0,-1.39,-0.17
10.0,8.0,5.0,20,,75.0,1.23,-1.39,11831,-6819,15,10,-5.0,-1.39,-0.17
10.0,8.0,5.0,20,,,1.23,-1.39,11831,-6819,15,10,-5.0,-1.39,-0.17
10.0,10.0,5.0,20,,60.0,1.23,-1.39,11831,-6819,15,10,-5.0,-1.39,-0.17
10.0,10.0,5.0,20,,75.0,1.23,-1.39,11831,-6819,15,10,-5.0,-1.39,-0.17
10.0,10.0,5.0,20,,,1.23,-1.39,11831,-6819,15,10,-5.0,-1.39,-0.17
10.0,15.0,5.0,20,,60.0,1.23,-1.39,11831,-6819,15,10,-5.0,-1.39,-0.17
10.0,15.0,5.0,20,,75.0,1.23,-1.39,11831,-6819,15,10,-5.0,-1.39,-0.17
10.0,15.0,5.0,20,,,1.23,-1.39,11831,-6819,15,10,-5.0,-1.39,-0.17
10.0,,5.0,10,,60.0,1.01,-1.39,9774,-6819,15,10,-5.0,-1.39,-0.38
10.0,,5.0,10,,75.0,1.01,-1.39,9774,-6819,15,10,-5.0,-1.39,-0.38
10.0,,5.0,10,,,1.01,-1.39,9774,-6819,15,10,-5.0,-1.39,-0.38
10.0,8.0,5.0,10,,60.0,1.01,-1.39,9774,-6819,15,10,-5.0,-1.39,-0.38
10.0,8.0,5.0,10,,75.0,1.01,-1.39,9774,-6819,15,10,-5.0,-1.39,-0.38
10.0,8.0,5.0,10,,,1.01,-1.39,9774,-6819,15,10,-5.0,-1.39,-0.38
10.0,10.0,5.0,10,,60.0,1.01,-1.39,9774,-6819,15,10,-5.0,-1.39,-0.38
10.0,10.0,5.0,10,,75.0,1.01,-1.39,9774,-6819,15,10,-5.0,-1.39,-0.38
10.0,10.0,5.0,10,,,1.01,-1.39,9774,-6819,15,10,-5.0,-1.39,-0.38
10.0,15.0,5.0,10,,60.0,1.01,-1.39,9774,-6819,15,10,-5.0,-1.39,-0.38
10.0,15.0,5.0,10,,75.0,1.01,-1.39,9774,-6819,15,10,-5.0,-1.39,-0.38
10.0,15.0,5.0,10,,,1.01,-1.39,9774,-6819,15,10,-5.0,-1.39,-0.38
-5.0,,8.0,10,,30.0,2.29,-1.4,20753,-10836,15,10,-7.9,-1.4,0.89
-5.0,8.0,8.0,10,,30.0,2.29,-1.4,20753,-10836,15,10,-7.9,-1.4,0.89
-5.0,10.0,8.0,10,,30.0,2.29,-1.4,20753,-10836,15,10,-7.9,-1.4,0.89
-5.0,15.0,8.0,10,,30.0,2.29,-1.4,20753,-10836,15,10,-7.9,-1.4,0.89
-5.0,,,10,,75.0,5.19,-1.44,54784,-11167,15,10,-20.1,-1.44,3.75
-10.0,8.0,15.0,15,0.0,60.0,4.7,-1.45,33955,-7798,15,10,-8.1,-1.45,3.24
-10.0,8.0,15.0,15,0.0,75.0,4.7,-1.45,33955,-7798,15,10,-8.1,-1.45,3.24
-10.0,8.0,15.0,15,0.0,,4.7,-1.45,33955,-7798,15,10,-8.1,-1.45,3.24
,,15.0,10,,75.0,5.0,-1.5,36166,-7320,15,10,-14.4,-1.5,3.51
,15.0,15.0,10,,75.0,5.0,-1.5,36166,-7320,15,10,-14.4,-1.5,3.51
-20.0,,15.0,10,,75.0,5.0,-1.5,36166,-7320,15,10,-14.4,-1.5,3.51
-20.0,,15.0,10,0.0,75.0,5.0,-1.5,36166,-7320,15,10,-14.4,-1.5,3.51
-20.0,15.0,15.0,10,,75.0,5.0,-1.5,36166,-7320,15,10,-14.4,-1.5,3.51
-20.0,15.0,15.0,10,0.0,75.0,5.0,-1.5,36166,-7320,15,10,-14.4,-1.5,3.51
-15.0,,15.0,10,,75.0,5.0,-1.5,36166,-7320,15,10,-14.4,-1.5,3.51
-15.0,,15.0,10,0.0,75.0,5.0,-1.5,36166,-7320,15,10,-14.4,-1.5,3.51
-15.0,15.0,15.0,10,,75.0,5.0,-1.5,36166,-7320,15,10,-14.4,-1.5,3.51
-15.0,15.0,15.0,10,0.0,75.0,5.0,-1.5,36166,-7320,15,10,-14.4,-1.5,3.51
,15.0,,20,,,7.44,-1.51,53788,-7395,15,10,-15.0,-1.51,5.93
-20.0,15.0,,20,,,7.44,-1.51,53788,-7395,15,10,-15.0,-1.51,5.93
-20.0,15.0,,20,0.0,,7.44,-1.51,53788,-7395,15,10,-15.0,-1.51,5.93
,,,10,,75.0,5.64,-1.53,40807,-7485,15,10,-22.2,-1.53,4.11
-10.0,8.0,,20,,75.0,5.12,-1.55,37047,-8326,15,10,-8.1,-1.55,3.57
-10.0,8.0,,15,,30.0,2.91,-1.55,21005,-8332,15,10,-8.0,-1.55,1.35
-10.0,8.0,10.0,20,,30.0,1.2,-1.55,8660,-8326,15,10,-8.0,-1.55,-0.35
-10.0,,8.0,15,,30.0,2.13,-1.56,15396,-8360,15,10,-8.0,-1.56,0.57
-10.0,,8.0,15,0.0,30.0,2.13,-1.56,15396,-8360,15,10,-8.0,-1.56,0.57
-10.0,8.0,8.0,15,,30.0,2.13,-1.56,15396,-8360,15,10,-8.0,-1.56,0.57
-10.0,8.0,8.0,15,0.0,30.0,2.13,-1.56,15396,-8360,15,10,-8.0,-1.56,0.57
-10.0,10.0,8.0,15,,30.0,2.13,-1.56,15396,-8360,15,10,-8.0,-1.56,0.57
-10.0,10.0,8.0,15,0.0,30.0,2.13,-1.56,15396,-8360,15,10,-8.0,-1.56,0.57
-10.0,15.0,8.0,15,,30.0,2.13,-1.56,15396,-8360,15,10,-8.0,-1.56,0.57
-10.0,15.0,8.0,15,0.0,30.0,2.13,-1.56,15396,-8360,15,10,-8.0,-1.56,0.57
10.0,8.0,,10,0.0,30.0,2.12,-1.56,23588,-9915,15,10,-10.2,-1.56,0.56
10.0,8.0,,15,0.0,30.0,2.12,-1.56,23588,-9915,15,10,-10.2,-1.56,0.56
