time,open,high,low,close,PDH,PDL,Shapes,Shapes
2026-04-20T09:55:00+05:30,24337.4,24344.1,24320.35,24331.75,24371.9,24096.05,0,0
2026-04-20T10:00:00+05:30,24331.05,24365.55,24326.35,24355.95,24371.9,24096.05,0,0
2026-04-20T10:05:00+05:30,24356.5,24388.3,24355.2,24386.85,24371.9,24096.05,0,0
2026-04-20T10:10:00+05:30,24388.05,24388.05,24365.6,24379.6,24371.9,24096.05,0,0
2026-04-20T10:15:00+05:30,24379.95,24398.85,24370.5,24389.85,24371.9,24096.05,0,0
2026-04-20T10:20:00+05:30,24389.45,24404.6,24374.7,24403,24371.9,24096.05,0,0
2026-04-20T10:25:00+05:30,24400.6,24413.5,24388.95,24409.65,24371.9,24096.05,0,0
2026-04-20T10:30:00+05:30,24409.5,24440.35,24409.5,24427.15,24371.9,24096.05,0,0
2026-04-20T10:35:00+05:30,24427.85,24441.15,24420.95,24433.2,24371.9,24096.05,0,0
2026-04-20T10:40:00+05:30,24433.6,24448.5,24433.2,24439.05,24371.9,24096.05,0,0
2026-04-20T10:45:00+05:30,24439.35,24439.7,24417.55,24430.25,24371.9,24096.05,0,0
2026-04-20T10:50:00+05:30,24431.05,24432.2,24410.9,24425.1,24371.9,24096.05,0,0
2026-04-20T10:55:00+05:30,24425.5,24432.5,24415.8,24430.1,24371.9,24096.05,0,0
2026-04-20T11:00:00+05:30,24431.1,24436.15,24415.85,24433.15,24371.9,24096.05,0,0
2026-04-20T11:05:00+05:30,24433.6,24440.1,24406.45,24407.15,24371.9,24096.05,0,1
2026-04-20T11:10:00+05:30,24406.25,24422.6,24395.9,24407.65,24371.9,24096.05,0,1
2026-04-20T11:15:00+05:30,24408.45,24432.9,24407.2,24425.7,24371.9,24096.05,0,0
2026-04-20T11:20:00+05:30,24426.15,24456.65,24424.75,24455.15,24371.9,24096.05,0,0
2026-04-20T11:25:00+05:30,24455.45,24467.6,24448.85,24464.75,24371.9,24096.05,0,0
2026-04-20T11:30:00+05:30,24463.8,24467.85,24448.65,24451.8,24371.9,24096.05,0,0
2026-04-20T11:35:00+05:30,24451.75,24458.3,24439.9,24457.75,24371.9,24096.05,0,0
2026-04-20T11:40:00+05:30,24457.5,24471.15,24452.8,24462.75,24371.9,24096.05,0,0
2026-04-20T11:45:00+05:30,24462.4,24473.25,24461.05,24467.45,24371.9,24096.05,0,0
2026-04-20T11:50:00+05:30,24466.95,24467.65,24456.4,24465.35,24371.9,24096.05,0,0
2026-04-20T11:55:00+05:30,24465.2,24468.25,24459.4,24463.35,24371.9,24096.05,0,0
2026-04-20T12:00:00+05:30,24463.25,24469.6,24458.45,24459.9,24371.9,24096.05,0,0
2026-04-20T12:05:00+05:30,24459.6,24463.2,24448.75,24448.95,24371.9,24096.05,0,0
2026-04-20T12:10:00+05:30,24449.6,24450.6,24421.75,24433.2,24371.9,24096.05,0,0
2026-04-20T12:15:00+05:30,24432.35,24439.1,24426,24430.9,24371.9,24096.05,0,0
2026-04-20T12:20:00+05:30,24430.7,24446.25,24430.3,24445.7,24371.9,24096.05,0,0
2026-04-20T12:25:00+05:30,24445.5,24463.45,24444.1,24461.4,24371.9,24096.05,0,0
2026-04-20T12:30:00+05:30,24461,24468.7,24455.75,24466.25,24371.9,24096.05,0,0
2026-04-20T12:35:00+05:30,24465.75,24468.7,24453.15,24467.35,24371.9,24096.05,0,0
2026-04-20T12:40:00+05:30,24467.5,24470.5,24458.65,24462.35,24371.9,24096.05,0,0
2026-04-20T12:45:00+05:30,24462.1,24475.25,24461.05,24472.5,24371.9,24096.05,0,1
2026-04-20T12:50:00+05:30,24472.65,24480.65,24470.35,24473.7,24371.9,24096.05,0,0
2026-04-20T12:55:00+05:30,24474.5,24478.6,24460.75,24462.05,24371.9,24096.05,0,1
2026-04-20T13:00:00+05:30,24461.85,24463.15,24411.9,24439.25,24371.9,24096.05,0,0
2026-04-20T13:05:00+05:30,24439.35,24447.3,24420.65,24423.5,24371.9,24096.05,0,0
2026-04-20T13:10:00+05:30,24421.9,24423.7,24394.35,24414.3,24371.9,24096.05,0,0
2026-04-20T13:15:00+05:30,24414.05,24424.6,24397.2,24414.85,24371.9,24096.05,0,0
2026-04-20T13:20:00+05:30,24413.85,24416.55,24381.75,24390.8,24371.9,24096.05,0,0
2026-04-20T13:25:00+05:30,24391.2,24392,24359.2,24392,24371.9,24096.05,0,0
2026-04-20T13:30:00+05:30,24392.65,24400.15,24377.95,24396.3,24371.9,24096.05,0,0
2026-04-20T13:35:00+05:30,24395.45,24396.05,24369.2,24375.3,24371.9,24096.05,0,0
2026-04-20T13:40:00+05:30,24375.05,24404.8,24372.05,24396.35,24371.9,24096.05,0,0
2026-04-20T13:45:00+05:30,24395.6,24397.8,24380.45,24380.45,24371.9,24096.05,0,0
2026-04-20T13:50:00+05:30,24380.7,24391.9,24369.9,24390.65,24371.9,24096.05,0,0
2026-04-20T13:55:00+05:30,24391.3,24396.45,24378.55,24395.35,24371.9,24096.05,0,0
2026-04-20T14:00:00+05:30,24395.75,24396.05,24373.5,24393.1,24371.9,24096.05,0,0
2026-04-20T14:05:00+05:30,24392.6,24393.35,24372.25,24380,24371.9,24096.05,0,0
2026-04-20T14:10:00+05:30,24380.05,24395.6,24380.05,24393.75,24371.9,24096.05,0,0
2026-04-20T14:15:00+05:30,24393.95,24400.9,24388.1,24393.95,24371.9,24096.05,0,0
2026-04-20T14:20:00+05:30,24394.1,24418.4,24392.7,24415.35,24371.9,24096.05,0,0
2026-04-20T14:25:00+05:30,24415.65,24438,24411.65,24431.25,24371.9,24096.05,0,0
2026-04-20T14:30:00+05:30,24431.5,24431.6,24401.15,24423.2,24371.9,24096.05,0,0
2026-04-20T14:35:00+05:30,24423.65,24430.8,24399.75,24403.85,24371.9,24096.05,0,0
2026-04-20T14:40:00+05:30,24403.75,24405.1,24390.8,24401.25,24371.9,24096.05,0,0
2026-04-20T14:45:00+05:30,24402.35,24404.4,24371.95,24402.8,24371.9,24096.05,0,0
2026-04-20T14:50:00+05:30,24402.6,24407.25,24395.95,24407.25,24371.9,24096.05,0,0
2026-04-20T14:55:00+05:30,24406.75,24410.4,24398.95,24407.9,24371.9,24096.05,0,0
2026-04-20T15:00:00+05:30,24408.35,24424.6,24406.3,24408.55,24371.9,24096.05,0,0
