time,open,high,low,close,EMA,Volume,RSI,Regular Bullish,Regular Bullish Label,Regular Bearish,Regular Bearish Label
2026-03-19T12:35:00+05:30,23249.05,23252.5,23244.25,23252.15,23249.655258932722,372139,51.64550351766092,,,,
2026-03-19T12:36:00+05:30,23251.45,23253.45,23246.05,23251.35,23249.86710156613,651187,51.09638433293466,,,,
2026-03-19T12:37:00+05:30,23250.85,23256.9,23249.35,23254.65,23250.464963870363,820538,53.302054219640475,,,,
2026-03-19T12:38:00+05:30,23255.05,23260.65,23253.95,23260.65,23251.738093386568,440441,57.09141319821464,,,,
2026-03-19T12:39:00+05:30,23260.6,23261.15,23251.15,23253.45,23251.952081713247,500714,51.67271251442262,,,,
2026-03-19T12:40:00+05:30,23253.35,23255.1,23245.4,23246.9,23251.32057149909,945937,47.27664359835395,,,,
2026-03-19T12:41:00+05:30,23247.65,23247.75,23237.15,23237.9,23249.643000061704,789137,41.99048687223015,,,,
2026-03-19T12:42:00+05:30,23237.4,23241.1,23236.65,23239.05,23248.318875053992,591795,42.86951211347839,,,,
2026-03-19T12:43:00+05:30,23238.75,23239.15,23230.65,23233.5,23246.466515672244,657396,39.73977836909499,,,,
2026-03-19T12:44:00+05:30,23233.65,23236.3,23229.3,23235.65,23245.114451213212,640454,41.52088453314648,,,,
2026-03-19T12:45:00+05:30,23234.85,23243.1,23233.8,23242.5,23244.78764481156,497543,46.90539551386144,,,,
2026-03-19T12:46:00+05:30,23242.4,23245.1,23238.1,23243.25,23244.595439210116,616892,47.47564067787417,,,,
2026-03-19T12:47:00+05:30,23242.4,23247.15,23239.1,23246.85,23244.87725930885,752452,50.238330237289766,,,,
2026-03-19T12:48:00+05:30,23246.2,23252.3,23243.4,23249.65,23245.473851895244,606648,52.33815191437305,,,,
2026-03-19T12:49:00+05:30,23250.3,23274.9,23250.3,23270.2,23248.56462040834,1284272,64.25870142251307,,,,
2026-03-19T12:50:00+05:30,23271.5,23274.95,23263.55,23263.55,23250.437792857298,1020605,59.10691126245068,,,,
2026-03-19T12:51:00+05:30,23264.75,23265.65,23257.6,23261.35,23251.801818750137,637299,57.465493679283085,,,,
2026-03-19T12:52:00+05:30,23263.3,23267.8,23255.15,23256.5,23252.38909140637,572894,53.91112132416175,,,,
2026-03-19T12:53:00+05:30,23256.7,23262.6,23253.4,23262.55,23253.659204980573,890230,57.44690174049849,,,,
2026-03-19T12:54:00+05:30,23264.3,23274.6,23264.1,23273.85,23256.183054358,604805,63.135499773019795,,,,
2026-03-19T12:55:00+05:30,23274.6,23277.3,23265.05,23268.65,23257.74142256325,621972,59.21267994671209,,,,
2026-03-19T12:56:00+05:30,23268.95,23271.15,23259.05,23260.5,23258.086244742844,570540,53.59229522387193,,,,
