time,open,high,low,close,EMA,EMA
2026-04-13T14:06:00+05:30,2.8,3.5,2.55,2.95,8.023494981422166,4.65159712350536
2026-04-13T14:09:00+05:30,2.95,6.3,2.95,6.05,7.8440863467474236,4.905852191958931
2026-04-13T14:12:00+05:30,5.8,5.95,3.65,3.65,7.462805769770385,4.67751542978458
2026-04-13T14:15:00+05:30,3.8,5,3.25,3.25,7.079823427063986,4.417967169823747
2026-04-13T14:18:00+05:30,3.2,3.55,2.55,2.85,6.695294024603624,4.1328822298557935
2026-04-13T14:21:00+05:30,2.95,3.1,2.15,2.3,6.295721840548749,3.799630915336558
2026-04-13T14:24:00+05:30,2.3,2.55,1.5,1.55,5.864292582317045,3.3906071125480928
2026-04-13T14:27:00+05:30,1.55,1.75,1.3,1.65,5.481175074833677,3.074133092084803
2026-04-13T14:30:00+05:30,1.75,1.75,0.95,0.95,5.069250068030616,2.6879270753421114
2026-04-13T14:33:00+05:30,0.9,1.1,0.9,1,4.699318243664196,2.3810312434617273
2026-04-13T14:36:00+05:30,1,1,0.65,0.8,4.344834766967451,2.093571017377777
2026-04-13T14:39:00+05:30,0.75,1.1,0.75,0.85,4.0271225154249555,1.867467196036363
2026-04-13T14:42:00+05:30,0.9,1.1,0.7,0.85,3.7382931958408685,1.6824731603933878
2026-04-13T14:45:00+05:30,0.8,0.85,0.45,0.5,3.4439029053098804,1.4674780403218628
2026-04-13T14:48:00+05:30,0.45,0.5,0.35,0.45,3.1717299139180732,1.282482032990615
2026-04-13T14:51:00+05:30,0.4,0.45,0.35,0.45,2.924299921743703,1.1311216633559578
